Single Line Building Name,Building String,Building code,Building Number,Caltech Building List Name,Substation,Jace,Meter Name (unmodified),Meter Name,Meter Description,Notes,Query Base,Measurements,Measurements Cleaned
Firestone Laboratory,firestone,FI50,50,FIRESTONE LABORATORY,Substation 1,FI50_1,EM-50-B2-1,EM_50_B2_1,E035 Meters FI50_Feeder_401 (Inactive),inactive?,https://192.168.10.104/webChart/query/data/history$3a$2fFI50_1$2fEM_50_B2_1_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Firestone Laboratory,firestone,FI50,50,FIRESTONE LABORATORY,Substation 1,FI50_1,EM-50-B2-2,EM_50_B2_2,E036 Meters FI50_Feeder_402,,https://192.168.10.104/webChart/query/data/history$3a$2fFI50_1$2fEM_50_B2_2_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Firestone Laboratory,firestone,FI50,50,FIRESTONE LABORATORY,Substation 1,FI50_1,EM-50-B2-3,EM_50_B2_3,E037 Meters FI50_Feeder_403,values at 0,https://192.168.10.104/webChart/query/data/history$3a$2fFI50_1$2fEM_50_B2_3_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Firestone Laboratory,firestone,FI50,50,FIRESTONE LABORATORY,Substation 1,FI50_1,EM-50-B2-4,EM_50_B2_4,E038 Meters FI50_Feeder_404,,https://192.168.10.104/webChart/query/data/history$3a$2fFI50_1$2fEM_50_B2_4_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Firestone Laboratory,firestone,FI50,50,FIRESTONE LABORATORY,Substation 1,FI50_1,EM-50-B2-5,EM_50_B2_5,E038 Meters FI50_Feeder_404,,https://192.168.10.104/webChart/query/data/history$3a$2fFI50_1$2fEM_50_B2_5_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Firestone Laboratory,firestone,FI50,50,FIRESTONE LABORATORY,Substation 1,FI50_1,EM-50-B1-Tmobile,EM_50_B1_Tmobile,E043 Meters Tmobile,,https://192.168.10.104/webChart/query/data/history$3a$2fFI50_1$2fEM_50_B1_Tmobile_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Hameetman Center,hameetman,HA51,51,HAMEETMAN CENTER,Substation 1,HA51_1,BTU_CHW_51_B1_1,CHWM_B1_1,C040 Meters HA51 Chilled Water,,https://192.168.10.104/webChart/query/data/history$3a$2fHA51_1$2fCHWM_B1_1_,"['VolumeRate', 'SupplyTemp', 'EnergyRate', 'ReturnTemp']","['VolumeRate', 'SupplyTemp', 'EnergyRate', 'ReturnTemp']"
Hameetman Center,hameetman,HA51,51,HAMEETMAN CENTER,Substation 1,HA51_1,BTU_HHW_51_B1_1,HHWM_B1_1,H021 Meters HA51 Hot Water,,https://192.168.10.104/webChart/query/data/history$3a$2fHA51_1$2fHHWM_B1_1_,"['VolumeRate', 'SupplyTemp', 'EnergyRate', 'ReturnTemp']","['VolumeRate', 'SupplyTemp', 'EnergyRate', 'ReturnTemp']"
Hameetman Center,hameetman,HA51,51,HAMEETMAN CENTER,Substation 1,HA51_1,EM_51_B1_1,EM_51_B1_1,E029 Meters Building HA51,,https://192.168.10.104/webChart/query/data/history$3a$2fHA51_1$2fEM_51_B1_1_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Physical Plant & HR,physicalPlantHR,PP84,84,HUMAN RESOURCES AND FACILITIES SHOPS,Substation 2,WT95_1,EM_84_1_1,EM_84_1_1,E046 Meters Building PP84,,https://192.168.10.104/webChart/query/data/history$3a$2fWT95_1$2fEM_84_1_1_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Morrisroe IPAC,morrisroeIPAC,IPAC22,22,MORRISROE LABORATORY,Substation 4,IPAC22_1,BTU_CHW_022_R_1,BTU_CHW,C001 Meters IPAC22 Chilled Water,,https://192.168.10.104/webChart/query/data/history$3a$2fIPAC22_1$2fBTU_CHW_,"['FlowRate', 'SupplyTemp', 'EnergyRate', 'ReturnTemp']","['FlowRate', 'SupplyTemp', 'EnergyRate', 'ReturnTemp']"
Morrisroe IPAC,morrisroeIPAC,IPAC22,22,MORRISROE LABORATORY,Substation 4,IPAC22_1,BTU_HW_022_1_1,BTU_HHW,H007 Meters IPAC22 Hot Water,,https://192.168.10.104/webChart/query/data/history$3a$2fIPAC22_1$2fBTU_HHW_,"['FlowRate', 'SupplyTemp', 'EnergyRate', 'ReturnTemp']","['FlowRate', 'SupplyTemp', 'EnergyRate', 'ReturnTemp']"
Morrisroe IPAC,morrisroeIPAC,IPAC22,22,MORRISROE LABORATORY,Substation 4,IPAC22_1,BTU_CHW_22_257_1,BTU_CHW_Rm257,C004 Meters IPAC22 Chilled Water,,https://192.168.10.104/webChart/query/data/history$3a$2fIPAC22_1$2fBTU_CHW_Rm257_,"['FlowRate', 'SupplyTemp', 'EnergyRate', 'ReturnTemp']","['FlowRate', 'SupplyTemp', 'EnergyRate', 'ReturnTemp']"
Morrisroe IPAC,morrisroeIPAC,IPAC22,22,MORRISROE LABORATORY,Substation 4,IPAC22_1,BTU_CHW_022_1_2,BTU_CHW_North,C018 Meters IPAC22 North Chilled Water,,https://192.168.10.104/webChart/query/data/history$3a$2fIPAC22_1$2fBTU_CHW_North_,"['FlowRate', 'SupplyTemp', 'EnergyRate', 'ReturnTemp']","['FlowRate', 'SupplyTemp', 'EnergyRate', 'ReturnTemp']"
Morrisroe IPAC,morrisroeIPAC,IPAC22,22,MORRISROE LABORATORY,Substation 4,IPAC22_1,BTU_CHW_022_1_1,BTU_CHW_South,C018 Meters IPAC22 South Chilled Water,,https://192.168.10.104/webChart/query/data/history$3a$2fIPAC22_1$2fBTU_CHW_South_,"['FlowRate', 'SupplyTemp', 'EnergyRate', 'ReturnTemp']","['FlowRate', 'SupplyTemp', 'EnergyRate', 'ReturnTemp']"
Morrisroe IPAC,morrisroeIPAC,IPAC22,22,MORRISROE LABORATORY,Substation 4,IPAC22_1,EM_22_1_1,EM_22_1_1,E127 Meters Building IPAC22,,https://192.168.10.104/webChart/query/data/history$3a$2fIPAC22_1$2fEM_22_1_1_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Jorgensen,jorgensen,JR80,80,JORGENSEN LABORATORY,Substation 2,JR80_1,EM_80_B1_1,EM_80_B1_1,E156 Meters Building JR80,,https://192.168.10.104/webChart/query/data/history$3a$2fJR80_1$2fEM_80_B1_1_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Jorgensen,jorgensen,JR80,80,JORGENSEN LABORATORY,Substation 2,JR80_4,EM_80_201,EM_80_201,E162 Meters Bldg JR80 Panel 201,,https://192.168.10.104/webChart/query/data/history$3a$2fJR80_4$2fEM_80_201_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Jorgensen,jorgensen,JR80,80,JORGENSEN LABORATORY,Substation 2,JR80_4,EM_80_202,EM_80_202,E163 Meters Bldg JR80 Panel 202,,https://192.168.10.104/webChart/query/data/history$3a$2fJR80_4$2fEM_80_202_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Jorgensen,jorgensen,JR80,80,JORGENSEN LABORATORY,Substation 2,JR80_4,EM_80_204,EM_80_204,E164 Meters Bldg JR80 Panel 204,,https://192.168.10.104/webChart/query/data/history$3a$2fJR80_4$2fEM_80_204_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Jorgensen,jorgensen,JR80,80,JORGENSEN LABORATORY,Substation 2,JR80_4,EM_80_205,EM_80_205,E165 Meters Bldg JR80 Panel 205,,https://192.168.10.104/webChart/query/data/history$3a$2fJR80_4$2fEM_80_205_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Jorgensen,jorgensen,JR80,80,JORGENSEN LABORATORY,Substation 2,JR80_4,EM_80_206,EM_80_206,E166 Meters Bldg JR80 Panel 206,,https://192.168.10.104/webChart/query/data/history$3a$2fJR80_4$2fEM_80_206_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Jorgensen,jorgensen,JR80,80,JORGENSEN LABORATORY,Substation 2,JR80_4,EM_80_208,EM_80_208,E167 Meters Bldg JR80 Panel 208,,https://192.168.10.104/webChart/query/data/history$3a$2fJR80_4$2fEM_80_208_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Jorgensen,jorgensen,JR80,80,JORGENSEN LABORATORY,Substation 2,JR80_4,EM_80_210,EM_80_210,E168 Meters Bldg JR80 Panel 210,,https://192.168.10.104/webChart/query/data/history$3a$2fJR80_4$2fEM_80_210_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Jorgensen,jorgensen,JR80,80,JORGENSEN LABORATORY,Substation 2,JR80_1,BTU_CHW_080_B1_1,BTU_CHW,C056 Meters JR80 Chilled Water,,https://192.168.10.104/webChart/query/data/history$3a$2fJR80_1$2fBTU_CHW_,"['FlowRate', 'SupplyTemp', 'EnergyRate', 'ReturnTemp']","['FlowRate', 'SupplyTemp', 'EnergyRate', 'ReturnTemp']"
Jorgensen,jorgensen,JR80,80,JORGENSEN LABORATORY,Substation 2,JR80_1,BTU_HW_080_B1_1,BTU_HW,H032 Meters JR80 Hot Water,,https://192.168.10.104/webChart/query/data/history$3a$2fJR80_1$2fBTU_HW_,"['FlowRate', 'SupplyTemp', 'EnergyRate', 'ReturnTemp']","['FlowRate', 'SupplyTemp', 'EnergyRate', 'ReturnTemp']"
Jorgensen,jorgensen,JR80,80,JORGENSEN LABORATORY,Substation 2,JR80_1,BTU_CHW_080_B1_2,BTU_CHW_Process,C057 Meters Process Chilled Water,,https://192.168.10.104/webChart/query/data/history$3a$2fJR80_1$2fBTU_CHW_Process_,"['FlowRate', 'SupplyTemp', 'EnergyRate', 'ReturnTemp']","['FlowRate', 'SupplyTemp', 'EnergyRate', 'ReturnTemp']"
Jorgensen,jorgensen,JR80,80,JORGENSEN LABORATORY,Substation 2,JR80_1,BTU_HW_080_B1_2,BTU_HW_Process,H033 Meters Process Hot Water,,https://192.168.10.104/webChart/query/data/history$3a$2fJR80_1$2fBTU_HW_Process_,"['FlowRate', 'SupplyTemp', 'EnergyRate', 'ReturnTemp']","['FlowRate', 'SupplyTemp', 'EnergyRate', 'ReturnTemp']"
Karman,karman,KA46,46,KARMAN LABORATORY,Substation 1,GU45_1,EM_46_B2_1,EM_46_B2_1,E040 Meters Building KA46,,https://192.168.10.104/webChart/query/data/history$3a$2fGU45_1$2fEM_46_B2_1_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Karman,karman,KA46,46,KARMAN LABORATORY,Substation 1,KL46_1,EM_46_B2_2,EM_46_B2_2,E044 Meters KA46 Panel MSA,,https://192.168.10.104/webChart/query/data/history$3a$2fKL46_1$2fEM_46_B2_2_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Keck Center,keckCenter,KI127,127,KECK CENTER,,KI127_1,EM_127_LP1,EM_127_LP1,E108 Meters Building KI127,,https://192.168.10.104/webChart/query/data/history$3a$2fKI127_1$2fEM_127_LP1_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Keck Center,keckCenter,KI127,127,KECK CENTER,,KI127_1,EM_127_RP1,EM_127_RP1,E109 Meters Building KI127,,https://192.168.10.104/webChart/query/data/history$3a$2fKI127_1$2fEM_127_RP1_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Keck Center,keckCenter,KI127,127,KECK CENTER,,KI127_1,EM_127_RP2,EM_127_RP2,E111 Meters Building KI127,,https://192.168.10.104/webChart/query/data/history$3a$2fKI127_1$2fEM_127_RP2_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Keck Center,keckCenter,KI127,127,KECK CENTER,,KI127_1,EM_127_RP1G,EM_127_RP1G,E110 Meters Building KI127,,https://192.168.10.104/webChart/query/data/history$3a$2fKI127_1$2fEM_127_RP1G_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Keck Lab,keckLab,KC78,78,KECK LABORATORY,Substation 2,KC78_4,EM_78_B1_1,EM_78_B1_1,E219 Distribution Panel MSA,,https://192.168.10.104/webChart/query/data/history$3a$2fKC78_4$2fEM_78_B1_1_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Keck Lab,keckLab,KC78,78,KECK LABORATORY,Substation 2,KC78_1,BTU_CHW_78_B2_1,BTU_CHW,C051 Meters KC78 Chilled Water,,https://192.168.10.104/webChart/query/data/history$3a$2fKC78_1$2fBTU_CHW_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Keck Lab,keckLab,KC78,78,KECK LABORATORY,Substation 2,KC78_1,BTU_HW_78_B2_1,BTU_HW,H029 Meters KC78 Hot Water,,https://192.168.10.104/webChart/query/data/history$3a$2fKC78_1$2fBTU_HW_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Keith Spalding,keithSpalding,KS6,6,KEITH SPALDING BUILDING,Substation 1,KS06_1,BTU_CHW_006_B1_1,BTU_CHW,C003 Meters KS06 Chilled Water,,https://192.168.10.104/webChart/query/data/history$3a$2fKS06_1$2fBTU_CHW_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Keith Spalding,keithSpalding,KS6,6,KEITH SPALDING BUILDING,Substation 1,KS06_1,BTU_HW_006_B1_1,BTU_HW,H002 Meters KS06 Hot Water,,https://192.168.10.104/webChart/query/data/history$3a$2fKS06_1$2fBTU_HW_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Keith Spalding,keithSpalding,KS6,6,KEITH SPALDING BUILDING,Substation 1,KS06_1,EM_006_B1_1,EM_06_B1_1,E030 Meters Building KS06,,https://192.168.10.104/webChart/query/data/history$3a$2fKS06_1$2fEM_06_B1_1_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Kerckhoff,kerckhoff,KR27,27,KERCKHOFF LABORATORY,Substation 1,CR30_1,EM_27_B1_1,EM_27_B1_1,E079 Meters Kerchoff - Allles,,https://192.168.10.104/webChart/query/data/history$3a$2fCR30_1$2fEM_27_B1_1_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Kerckhoff,kerckhoff,KR27,27,KERCKHOFF LABORATORY,Substation 1,CR30_1,EM_27_B1_2,EM_27_B1_2,E139 Meters Kerchoff - Allles,,https://192.168.10.104/webChart/query/data/history$3a$2fCR30_1$2fEM_27_B1_2_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Kerckhoff,kerckhoff,KR27,27,KERCKHOFF LABORATORY,Substation 1,CR30_1,EM_27_PH_3,EM_27_PH_3,E169 Meters Building KR27 Penthouse,,https://192.168.10.104/webChart/query/data/history$3a$2fCR30_1$2fEM_27_PH_3_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Millikan,millikan,ML32,32,MILLIKAN LIBRARY,Substation 1,MK32_1,BTU_CHW_032,BTU_CHW,Meters TECH32 Building Chilled Water,,https://192.168.10.104/webChart/query/data/history$3a$2fMK32_1$2fBTU_CHW_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Millikan,millikan,ML32,32,MILLIKAN LIBRARY,Substation 1,MK32_1,BTU_HW_032,BTU_HW,Meters TECH32 Building Hot Water,,https://192.168.10.104/webChart/query/data/history$3a$2fMK32_1$2fBTU_HW_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Millikan,millikan,ML32,32,MILLIKAN LIBRARY,Substation 1,MK32_1,EM_32_B1_1,EM_32_B1_1,E113 Meters Building TECH32,,https://192.168.10.104/webChart/query/data/history$3a$2fMK32_1$2fEM_32_B1_1_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Moore,moore,MO93,93,MOORE LABORATORY,Substation 2,MO93_1,BTU_CHW_093_B1_1,BTU_CHW,C059 Meters MO93 Chilled Water,,https://192.168.10.104/webChart/query/data/history$3a$2fMO93_1$2fBTU_CHW_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Moore,moore,MO93,93,MOORE LABORATORY,Substation 2,MO93_1,BTU_HW_093_B1_1,BTU_HW,H034 Meters MO93 Hot Water,,https://192.168.10.104/webChart/query/data/history$3a$2fMO93_1$2fBTU_HW_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Moore,moore,MO93,93,MOORE LABORATORY,Substation 2,MO93_1,EM_93_B1_1,EM_93_B1_1,E121 Meters Building MO93_P2,,https://192.168.10.104/webChart/query/data/history$3a$2fMO93_1$2fEM_93_B1_1_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Moore,moore,MO93,93,MOORE LABORATORY,Substation 2,MO93_1,EM_93_B1_2,EM_93_B1_2,E120 Meters Building MO93_L1,,https://192.168.10.104/webChart/query/data/history$3a$2fMO93_1$2fEM_93_B1_2_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
