Single Line Building Name,Building String,Building code,Building Number,Caltech Building List Name,Substation,Jace,Meter Name (unmodified),Meter Name,Meter Description,Notes,Query Base,Measurements,Measurements Cleaned
South Undergraduate Houses,sugHouses,SUG59,,,Substation 1,SUG59_1,EM_57B_B1_6,EM_57B_B1_6,E016 Meters SUG57B_ DB_1,,https://192.168.10.104/webChart/query/data/history$3a$2fSUG59_1$2fEM_57B_B1_6_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
South Undergraduate Houses,sugHouses,SUG59,,,Substation 1,SUG59_1,EM_57B_B1_7,EM_57B_B1_7,E017 Meters SUG57B_Kitchen,,https://192.168.10.104/webChart/query/data/history$3a$2fSUG59_1$2fEM_57B_B1_7_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
South Undergraduate Houses,sugHouses,SUG59,,,Substation 1,SUG59_1,EM_57B_B1_8,EM_57B_B1_8,E026 Meters SUG57B_Booster Heater (Inactive),,https://192.168.10.104/webChart/query/data/history$3a$2fSUG59_1$2fEM_57B_B1_8_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
South Undergraduate Houses,sugHouses,SUG59,,,Substation 1,SUG59_1,EM_57B_B1_9,EM_57B_B1_9,E027 Meters SUG57B_Panel_EPK,,https://192.168.10.104/webChart/query/data/history$3a$2fSUG59_1$2fEM_57B_B1_9_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Linde Hall,lindeHall,SL37,37,LINDE HALL,Substation 1,SL37_1,BTU_HHW_37_1_1,HwBtuMeter,H014 Meters LH37 Hot Water,called Sloan Lab in BMS,https://192.168.10.104/webChart/query/data/history$3a$2fSL37_1$2fHwBtuMeter_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Linde Hall,lindeHall,SL37,37,LINDE HALL,Substation 1,KL38_1,BTU_CHW_037_B2_1,BTU_CHW_SL37_5in,C030 Meters LH37 Chilled Water,called Sloan Lab in BMS,https://192.168.10.104/webChart/query/data/history$3a$2fKL38_1$2fBTU_CHW_SL37_5in_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Linde Hall,lindeHall,SL37,37,LINDE HALL,Substation 1,KL38_1,BTU_CHW_037_B2_2,BTU_CHW_SL37_6in,C031 Meters LH37 Chilled Water,called Sloan Lab in BMS,https://192.168.10.104/webChart/query/data/history$3a$2fKL38_1$2fBTU_CHW_SL37_6in_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Linde Hall,lindeHall,SL37,37,LINDE HALL,Substation 1,KL38_1,EM_37_B2_1,EM_37_B2_1,E105 Meters Building LH37,called Sloan Lab in BMS,https://192.168.10.104/webChart/query/data/history$3a$2fKL38_1$2fEM_37_B2_1_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Linde Hall,lindeHall,SL37,37,LINDE HALL,Substation 1,KL38_1,EM_37_B2_2,EM_37_B2_2,E149 Meters Building LH37_LV,called Sloan Lab in BMS,https://192.168.10.104/webChart/query/data/history$3a$2fKL38_1$2fEM_37_B2_2_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Linde Hall,lindeHall,SL37,37,LINDE HALL,Substation 1,KL38_1,EM_37_B2_3,EM_37_B2_3,E104 Meters Building LH37,called Sloan Lab in BMS,https://192.168.10.104/webChart/query/data/history$3a$2fKL38_1$2fEM_37_B2_3_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Linde Hall,lindeHall,SL37,37,LINDE HALL,Substation 1,KL38_1,EM_37_B2_4,EM_37_B2_4,E129 Meters Building LH37_DB_P,called Sloan Lab in BMS,https://192.168.10.104/webChart/query/data/history$3a$2fKL38_1$2fEM_37_B2_4_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Eudora Spalding,eudoraSpalding,SP41,41,SPALDING LAB,Substation 1,FA43_1,EM_41_B1_1,EM_41_B1_1,E097 Meters Building SP41,,https://192.168.10.104/webChart/query/data/history$3a$2fFA43_1$2fEM_41_B1_1_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Synchrotron,synchrotron,SY49,49,SYNCHROTRON,Substation 1,DW47_1,BTU_CHW_049_B2_1,BTU_CHW_Synco,C038 Meters SYNC Chilled Water,,https://192.168.10.104/webChart/query/data/history$3a$2fDW47_1$2fBTU_CHW_Synco_,"['FlowRate', 'SupplyTemp', 'EnergyRate', 'ReturnTemp']","['FlowRate', 'SupplyTemp', 'EnergyRate', 'ReturnTemp']"
Synchrotron,synchrotron,SY49,49,SYNCHROTRON,Substation 1,DW47_1,BTU_HW_049_B2_1,BTU_HW_Synco,H020 Meters SYNC Hot Water,,https://192.168.10.104/webChart/query/data/history$3a$2fDW47_1$2fBTU_HW_Synco_,"['FlowRate', 'SupplyTemp', 'EnergyRate', 'ReturnTemp']","['FlowRate', 'SupplyTemp', 'EnergyRate', 'ReturnTemp']"
Synchrotron,synchrotron,SY49,49,SYNCHROTRON,Substation 1,DW47_1,EM_49_2_1,skip,E045 Meters Syncrotron (Inactive),,N/A,skipped,skipped
Gates-Thomas,gatesThomas,TH44,44,GATES-THOMAS LABORATORY,Substation 1,TH44_2,BTU_CHW_044_B1_1,BTU_CHW,C029 Meters TH44 Chilled Water,called Thoman Lab in BMS,https://192.168.10.104/webChart/query/data/history$3a$2fTH44_2$2fBTU_CHW_,"['FlowRate', 'SupplyTemp', 'EnergyRate', 'ReturnTemp']","['FlowRate', 'SupplyTemp', 'EnergyRate', 'ReturnTemp']"
Gates-Thomas,gatesThomas,TH44,44,GATES-THOMAS LABORATORY,Substation 1,TH44_5,BTU_HW_044_R_1,BTU_HW,H027 Meters TH44 Hot Water,called Thoman Lab in BMS,https://192.168.10.104/webChart/query/data/history$3a$2fTH44_5$2fBTU_HW_,"['FlowRate', 'SupplyTemp', 'EnergyRate', 'ReturnTemp']","['FlowRate', 'SupplyTemp', 'EnergyRate', 'ReturnTemp']"
Gates-Thomas,gatesThomas,TH44,44,GATES-THOMAS LABORATORY,Substation 1,TH44_2,EM_44_B2_1,EM_44_B2_1,E096 Meters Main Switchgear,called Thoman Lab in BMS,https://192.168.10.104/webChart/query/data/history$3a$2fTH44_2$2fEM_44_B2_1_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Watson,watson,WT95,95,WATSON LABORATORY,Substation 2,WT95_1,BTU_CHW_095_1_1,BTU_CHW,C060 Meters WA95 Chilled Water,,https://192.168.10.104/webChart/query/data/history$3a$2fWT95_1$2fBTU_CHW_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Watson,watson,WT95,95,WATSON LABORATORY,Substation 2,WT95_1,BTU_HW_095_X_1,BTU_HW,H035 Meters WA95 Hot Water,,https://192.168.10.104/webChart/query/data/history$3a$2fWT95_1$2fBTU_HW_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Watson,watson,WT95,95,WATSON LABORATORY,Substation 2,WT95_1,EM_95_1_1,EM_95_1_1,E060 Meters Bldg WA95_Feeder_506,,https://192.168.10.104/webChart/query/data/history$3a$2fWT95_1$2fEM_95_1_1_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Watson,watson,WT95,95,WATSON LABORATORY,Substation 2,WT95_1,EM_95_1_2,EM_95_1_2,E061 Meters Bldg WT95_Feeder_603,,https://192.168.10.104/webChart/query/data/history$3a$2fWT95_1$2fEM_95_1_2_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Substation 1,substation1,,273,SUBSTN 1 GATES-THOMAS,Substation 1,TH44_1,EM_SUB1_1,EM_SUB1_1,E085 Meters SUB1_CBL_3,,https://192.168.10.104/webChart/query/data/history$3a$2fTH44_1$2fEM_SUB1_1_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Substation 1,substation1,,273,SUBSTN 1 GATES-THOMAS,Substation 1,TH44_1,EM_SUB1_2,EM_SUB1_2,E086 Meters SUB1_CBL_4,,https://192.168.10.104/webChart/query/data/history$3a$2fTH44_1$2fEM_SUB1_2_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Substation 1,substation1,,273,SUBSTN 1 GATES-THOMAS,Substation 1,TH44_1,EM_SUB1_3,EM_SUB1_3,E087 Meters SUB1_CBL_5,,https://192.168.10.104/webChart/query/data/history$3a$2fTH44_1$2fEM_SUB1_3_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Substation 1,substation1,,273,SUBSTN 1 GATES-THOMAS,Substation 1,TH44_1,EM_SUB1_4,EM_SUB1_4,E088 Meters SUB1_CBL_6,,https://192.168.10.104/webChart/query/data/history$3a$2fTH44_1$2fEM_SUB1_4_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Substation 1,substation1,,273,SUBSTN 1 GATES-THOMAS,Substation 1,TH44_1,EM_SUB1_5,EM_SUB1_5,E089 Meters SUB1_CBL_8,,https://192.168.10.104/webChart/query/data/history$3a$2fTH44_1$2fEM_SUB1_5_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Substation 1,substation1,,273,SUBSTN 1 GATES-THOMAS,Substation 1,TH44_1,EM_SUB1_6,EM_SUB1_6,E090 Meters SUB1_CBL_11,,https://192.168.10.104/webChart/query/data/history$3a$2fTH44_1$2fEM_SUB1_6_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Substation 1,substation1,,273,SUBSTN 1 GATES-THOMAS,Substation 1,TH44_1,EM_SUB1_7,EM_SUB1_7,E091 Meters SUB1_CBL_12,,https://192.168.10.104/webChart/query/data/history$3a$2fTH44_1$2fEM_SUB1_7_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Substation 1,substation1,,273,SUBSTN 1 GATES-THOMAS,Substation 1,TH44_1,EM_SUB1_8,EM_SUB1_8,E092 Meters SUB1_CBL_14,,https://192.168.10.104/webChart/query/data/history$3a$2fTH44_1$2fEM_SUB1_8_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Substation 1,substation1,,273,SUBSTN 1 GATES-THOMAS,Substation 1,TH44_1,EM_SUB1_9,EM_SUB1_9,E093 Meters SUB1_CBL_15,,https://192.168.10.104/webChart/query/data/history$3a$2fTH44_1$2fEM_SUB1_9_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Substation 1,substation1,,273,SUBSTN 1 GATES-THOMAS,Substation 1,TH44_1,EM_SUB1_10,EM_SUB1_10,E094 Meters SUB1_CBL_16,,https://192.168.10.104/webChart/query/data/history$3a$2fTH44_1$2fEM_SUB1_10_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Substation 1,substation1,,273,SUBSTN 1 GATES-THOMAS,Substation 1,TH44_1,EM_SUB1_11,EM_SUB1_11,E095 Meters SUB1_CBL_17,,https://192.168.10.104/webChart/query/data/history$3a$2fTH44_1$2fEM_SUB1_11_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Substation 2,substation2,,274,SUBSTN 2 STEELE LAB,Substation 2,BC79_2,EM_SUB2_2,EM_SUB2_2,E051 Meters SUB2 Circuit 506,,https://192.168.10.104/webChart/query/data/history$3a$2fBC79_2$2fEM_SUB2_2_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Substation 2,substation2,,274,SUBSTN 2 STEELE LAB,Substation 2,BC79_2,EM_SUB2_3,EM_SUB2_3,E103 Meters SUB2 Curcuit 502,,https://192.168.10.104/webChart/query/data/history$3a$2fBC79_2$2fEM_SUB2_3_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Substation 2,substation2,,274,SUBSTN 2 STEELE LAB,Substation 2,BC79_2,EM_SUB2_4,EM_SUB2_4,E052 Meters SUB2 Curcuit 504,,https://192.168.10.104/webChart/query/data/history$3a$2fBC79_2$2fEM_SUB2_4_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Substation 2,substation2,,274,SUBSTN 2 STEELE LAB,Substation 2,BC79_2,EM_SUB2_5,EM_SUB2_5,E053 Meters SUB2 Curcuit 505,,https://192.168.10.104/webChart/query/data/history$3a$2fBC79_2$2fEM_SUB2_5_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Substation 2,substation2,,274,SUBSTN 2 STEELE LAB,Substation 2,BC79_2,EM_SUB2_6,EM_SUB2_6,E112 Meters SUB2 Curcuit 506,,https://192.168.10.104/webChart/query/data/history$3a$2fBC79_2$2fEM_SUB2_6_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Substation 2,substation2,,274,SUBSTN 2 STEELE LAB,Substation 2,BC79_2,EM_SUB2_7,EM_SUB2_7,E058 Meters SUB2 XFMR 6,,https://192.168.10.104/webChart/query/data/history$3a$2fBC79_2$2fEM_SUB2_7_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Substation 2,substation2,,274,SUBSTN 2 STEELE LAB,Substation 2,BC79_2,EM_SUB2_8,EM_SUB2_8,E057 Meters SUB2 Circuit 601,,https://192.168.10.104/webChart/query/data/history$3a$2fBC79_2$2fEM_SUB2_8_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Substation 2,substation2,,274,SUBSTN 2 STEELE LAB,Substation 2,BC79_2,EM_SUB2_9,EM_SUB2_9,E056 Meters SUB2 Curcuit 602,,https://192.168.10.104/webChart/query/data/history$3a$2fBC79_2$2fEM_SUB2_9_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Substation 2,substation2,,274,SUBSTN 2 STEELE LAB,Substation 2,BC79_2,EM_SUB2_10,EM_SUB2_10,E062 Meters SUB2 Curcuit 603,,https://192.168.10.104/webChart/query/data/history$3a$2fBC79_2$2fEM_SUB2_10_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Substation 2,substation2,,274,SUBSTN 2 STEELE LAB,Substation 2,BC79_2,EM_SUB2_11,EM_SUB2_11,E063 Meters SUB2 Circuit 604,,https://192.168.10.104/webChart/query/data/history$3a$2fBC79_2$2fEM_SUB2_11_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Substation 2,substation2,,274,SUBSTN 2 STEELE LAB,Substation 2,BC79_2,EM_SUB2_12,EM_SUB2_12,E102 Meters SUB2 Curcuit 501,,https://192.168.10.104/webChart/query/data/history$3a$2fBC79_2$2fEM_SUB2_12_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Substation 3,substation3,,275,SUBSTN 3 BROAD CENTER,Substation 3,BC96_1,EM_SUB3_1,EM_SUB3_1,E172 Meters SUB3_Intertie,,https://192.168.10.104/webChart/query/data/history$3a$2fBC96_1$2fEM_SUB3_1_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Substation 3,substation3,,275,SUBSTN 3 BROAD CENTER,Substation 3,BC96_1,EM_SUB3_2,EM_SUB3_2,E170 Meters SUB3_SGA_17kv_Utility,,https://192.168.10.104/webChart/query/data/history$3a$2fBC96_1$2fEM_SUB3_2_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Substation 3,substation3,,275,SUBSTN 3 BROAD CENTER,Substation 3,BC96_1,EM_SUB3_3,EM_SUB3_3,E171 Meters SUB3_SGB_17kv,,https://192.168.10.104/webChart/query/data/history$3a$2fBC96_1$2fEM_SUB3_3_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
Substation 3,substation3,,275,SUBSTN 3 BROAD CENTER,Substation 3,BC96_1,EM_SUB3_4,EM_SUB3_4,E173 Meters SUB3_2400v_SGA,,https://192.168.10.104/webChart/query/data/history$3a$2fBC96_1$2fEM_SUB3_4_,"['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsAC', 'Frequency', 'PowerFactor']","['kW', 'kVar', 'kVA', 'AmpsA', 'AmpsB', 'AmpsC', 'VoltsAB', 'VoltsBC', 'VoltsCA', 'Frequency', 'PowerFactor']"
